"","Moran.dist.class","Moran.local","p.value","Rownumber","run","Comparison.type","Yard.diff","Neighbor.dist","Num.nursery","Mimicry","Constraints","step","Run"
"252",24.7477298636626,0.0659704176452641,0,12,19,"equal",0,3,4,TRUE,"off",99,17
"253",26.812749808329,0.0593517696674142,0,13,19,"equal",0,3,4,TRUE,"off",99,17
"254",28.8777697529953,0.05992743210723,0,14,19,"equal",0,3,4,TRUE,"off",99,17
"255",30.9427896976616,0.0609121903663388,0,15,19,"equal",0,3,4,TRUE,"off",99,17
"256",2.03250997233316,0.880223834788789,0,1,20,"equal",0,3,4,TRUE,"off",99,18
"257",4.09753041699947,0.75512919862407,0,2,20,"equal",0,3,4,TRUE,"off",99,18
"258",6.16255036166579,0.642565065547804,0,3,20,"equal",0,3,4,TRUE,"off",99,18
"259",8.22757030633211,0.529150378295786,0,4,20,"equal",0,3,4,TRUE,"off",99,18
"260",10.2925902509984,0.411971658661741,0,5,20,"equal",0,3,4,TRUE,"off",99,18
"261",12.3576101956647,0.30540982680187,0,6,20,"equal",0,3,4,TRUE,"off",99,18
"262",14.4226301403311,0.209311060941941,0,7,20,"equal",0,3,4,TRUE,"off",99,18
"263",16.4876500849974,0.133942747957669,0,8,20,"equal",0,3,4,TRUE,"off",99,18
"264",18.5526700296637,0.0874440551038669,0,9,20,"equal",0,3,4,TRUE,"off",99,18
"265",20.61768997433,0.0587061846124349,0,10,20,"equal",0,3,4,TRUE,"off",99,18
"266",22.6827099189963,0.0417967077785457,0,11,20,"equal",0,3,4,TRUE,"off",99,18
"267",24.7477298636626,0.0349801455377912,4.21927658296614e-297,12,20,"equal",0,3,4,TRUE,"off",99,18
"268",26.812749808329,0.0307488782223192,3.11920635299117e-242,13,20,"equal",0,3,4,TRUE,"off",99,18
"269",28.8777697529953,0.028610780436424,3.80603617365422e-216,14,20,"equal",0,3,4,TRUE,"off",99,18
"270",30.9427896976616,0.0235629293420785,6.82037469602975e-157,15,20,"equal",0,3,4,TRUE,"off",99,18
"271",2.03250997233316,0.915196982678363,0,1,21,"equal",0,3,9,TRUE,"off",99,19
"272",4.09753041699947,0.824745831518429,0,2,21,"equal",0,3,9,TRUE,"off",99,19
"273",6.16255036166579,0.739977751016339,0,3,21,"equal",0,3,9,TRUE,"off",99,19
"274",8.22757030633211,0.649489349949202,0,4,21,"equal",0,3,9,TRUE,"off",99,19
"275",10.2925902509984,0.552921548206171,0,5,21,"equal",0,3,9,TRUE,"off",99,19
"276",12.3576101956647,0.46678148862938,0,6,21,"equal",0,3,9,TRUE,"off",99,19
"277",14.4226301403311,0.391421226552592,0,7,21,"equal",0,3,9,TRUE,"off",99,19
"278",16.4876500849974,0.327719379627145,0,8,21,"equal",0,3,9,TRUE,"off",99,19
"279",18.5526700296637,0.271640737518927,0,9,21,"equal",0,3,9,TRUE,"off",99,19
"280",20.61768997433,0.21873676612634,0,10,21,"equal",0,3,9,TRUE,"off",99,19
"281",22.6827099189963,0.167244437244556,0,11,21,"equal",0,3,9,TRUE,"off",99,19
"282",24.7477298636626,0.122872145591236,0,12,21,"equal",0,3,9,TRUE,"off",99,19
"283",26.812749808329,0.0787710361988273,0,13,21,"equal",0,3,9,TRUE,"off",99,19
"284",28.8777697529953,0.0404650754999094,0,14,21,"equal",0,3,9,TRUE,"off",99,19
